,text,label
37,"手机还算满意 但感觉有时有些应用在使用过程中会有偶尔的卡顿
一星给京东 这次购买note8的服务太让人失望了
按照京东的说法 交了100元定金 但客户如果不按时交尾款 定金100元没收 好霸道！
之后我 交了定金  9月26日按时交了尾款 第二天却没有发货
京东告诉你 库存不足 没有货 等着！没有备足货 那你限量销售啊！没有备足货你还敞开了卖！
等到10月8日还是没有发货 我这边急着用呢 10月8日下午我投诉到315 一个半小时后就发货了
我问京东客服 你们京东没有按时发货 你们京东违约了  你们京东有没有说法  对客户有没有赔偿？
京东客服告诉我 京东没有赔偿的说法
我才反应过来
如果客户交完了100元定金 没有按时交尾款 算客户违约 京东就把定金没收了
结果 京东没有做到按时发货 京东没有做到网页上介绍的28日发货的承诺 对消费者就可以 没有赔偿 没有说法
结论就是
京东可以对消费者违约 京东违约了就可以对消费者没有任何说法 没有赔偿
消费者不可以对京东违约 如果消费者违约了 京东就可以把交的100元定金没收
好霸道的京东！京东上市了 有钱了 就可以 店大欺客了！",差评
38,手机给5分，东西没说的。差评给京东这次预售的组织者。京东完全不尊重客户的感受。说好的28号0点发货，28号只等来一个&ldquo;28号到30号陆续发货&ldquo;的通知。结果到了30号还是没货。这次干脆不说啥时候发货了，打电话给客服，客服也不知道。其实这时候我也不是很生气。等到2号，离京回家。3号订单状态就变成准备出库了。怕收货店址没人签收，送货员不乐意，特地打电话给客服想延迟出库。结果客服说了，京东要出库他们拦不住。我问那我有什么办法能拦住，回答没办法。京东可以不按照约定的时间发货，但京东想发货的时候你客户就别想拦着。太霸道了。货到了配送点，果然配送员一听我要过4天才能回京，非常的不乐意。说配送点有规定不能保存那么长时间，站长要给我把货改派或者退回去。好说歹说，才答应在站点放几天。京东可以不安约定时间发货，但你客户就得天天候着等收货，要不然不符合京东的规定。总之给我的感觉就是京东家大业大不在乎你这一单，你爱要不要。好吧，以后我再也不在京东买预售商品了，组织的太业余了，受不起京东这份气。,差评
39,购买2台，当天下午收到货后拆开打开电脑后，其中一台出现卡顿现象，笔记本无任何反应。于是乎联系售后，告知我需要检测，喊我联系联想电脑售后（收到货时17：:35分，打联想电话告知人工服务是截止到17：:00），刚买的电脑出现这个问题，真的想砸了心都有！于是又拨打京东客服电话，告知我申请售后（我选择了换货，因为需要用电脑，故未退货），于是漫长的2天等待（电话还是无人接听），于6月5日上午收到换后的笔记本电脑，当时还感觉换货蛮快的，但顿时问题由来了，屏幕有坏点（见附图），真是气死心都有，换了一台又有问题，联想是不是垃圾！！！我中奖率也太高了！！！于是又打京东客服电话，客服告知可以申请流程换货检测，当时我的心情。。。真是无话可说。由于工作需要我没有再进行更换，写了这么多，就是跟大家说说我遇到的遭遇。这也是我第一次在京东上给的差评！！！截止2017年6月6日打售后028的号码还是无人接听！我只想说卖出去的商品是不是都不管了？建议大家不要在京东上买电子商品，碰见问题就软蛋，这次真的寒心了！！！,差评
40,手机收到的第一天就出现了4次死机的情况，就是屏幕亮着，面容解锁也是成功的，但是用手去滑动没有任何反应，而且这样的情况会持续一到两个小时，后来跟商家交涉，客服说得到是很爽快，让我去售后服务中心检测，承诺只要是手机质量问题，7天无理由退货，但是售后服务中心要求提供发票，但是卖家发货时并没有提供发票，后来经过交涉卖家同意第二天补发发票，但是时至今日，卖家也没有把发票发给我，联系卖家，卖家只是不断道歉，并且说明天跟财务核实，丝毫不提如果过了七天无理由退货的时间他们会承担什么责任，今天已经是签收的第六天，明天就是第七天了，明天要等卖家的核实、发票、然后去检测，如果一切顺利的话然后就是等卖家收货然后不知道他们会不会找出其他借口不给退货，积攒了几个月的零花钱花了九千多买的一个手机，居然是这样的，卖家的服务态度居然是那样的，能不能退货成功还是未知的，不说了，都是泪，第一次在京东买手机，真的很失望，明天不知道卖家能不能把发票给我让我去检测，心里真的很慌，不说了，洗洗睡了,差评
41,"京东的行为依据《中华人民共和国消费者权益保护法》以及《欺诈消费者行为处罚办法》构成欺诈。理由如下：
1-未按约定的时间发货，且在客户缴纳定金到缴纳尾款的期间内故意隐瞒无法按照约定发货的客观事实，以达到逃避违约需要双倍返还定金的目的。
2-京东所称的产能不足并不属实，事实上各个实体店都有现货，而且京东自己的京尊享也在卖现货！半个月内该款手机京东只预售了2000多部而已。而且即使确实是因产能不足也不属于不可抗力的范畴，符合《欺诈消费者行为处罚办法》第三条第11款&ldquo;未按约定（时间）提供商品&rdquo;的定义。
综上所述，按消法消费者完全可以要求京东进行退一赔三或者双倍货款的赔偿，而我仅仅是要求京东按照京东第三方商家延迟发货的赔付标准赔偿5万京豆（京东规定第三方商家延迟发货需赔付30%的货款，上限5万京豆，*也有延迟发货赔偿30%货款，上限500元的规定），然而京东断然拒绝且不给任何理由，这次本人一定会投诉到底！现已向12315进行投诉，并保留通过司法途径获得赔偿的权利以及接受新闻媒体采访的权利。",差评
42,东西收到了，还好是一个手机，商家及其敷衍，也不知道店是怎么开下来的。手机一收到，没错确实没激活，是不是原封还真不知道。说到什么支持验货，呵呵，一开封就翻脸不认人，发送消息不回复，东西有划痕，还有一圈的坑。我就呵呵，一直在哪bb一句话，原封的东西不可能有问题。这个话的意思是我弄的，我短短几秒钟就一圈是坑，还有划痕，商家第一时间推卸责任。在哪里说什么叫我找售后，说会给我换，售后说的很清楚哪里买的哪里换。怎么会有这样的黑店呢。还有取证，难道我一买到手机，我就要叫一个人在我旁边，拿些个相机录视频嘛。说的这些话你们自己信嘛。自己会做饭嘛。除了推卸责任还是在干嘛。商家就说了一句没问题，京东的客服这次也不知道是泡哪里去了，投诉了半天没我人打理。在京东买了10几万的东西，这次购物我已经是失望透了。这个店最后竟然就是做到，不搭理，我们爱咋咋地。反正钱到手了。好，我认不就是几千块钱。最后，这家点，希望大家永远不要买。买手机不能在这家店。买手机不能到这家店。这是忠告。,差评
43,手机一般般吧。毕竟不能跟高端机比，当个备用机吧。很不愉快额一次购物！但是我要说的是商家不诚信！小心被套路了！说说我的经历吧。开始看他家手机1639元，第二天发现降价1629元，于是1629购买了。第三天降价1595。第四天降价1588。第四天收到了手机。第五条涨价1595.其中下单第2天我联系客服，降价幅度这么大怎么处理。能补差价么？他让我签收后联系他们。让我误以为可以补差价的。我又问要是差价能补给我，就不拒收了，来回折腾麻烦，给我回复：签收后他给我转售后处理，让我签收不要拆开。他们店是你签收后，电脑自动默认收货的。满满的套路啊。签收后，客服给我回复：手机每天价格都会有浮动的。很明确不同意补差价的。让我寄回去。运费还要我自己出。当初客服提前讲不可以，我会考虑拒收还是怎么处理。我要求也不高我1629买的。按照我收货当天1588补差价。或者1595补差价给我都行。商家不同意。当初为什么商家那样解释，想欺骗消费者买单？消费者好欺负？用意何在？我想要个合理的解释。店家做生意一点诚信都没有！黑店不！,差评
44,说实话这是我唯一买了后悔的三星旗舰。我买过S2 S4 S7E S8 以及这个s9+。当然它的优点很多，各种测评也都说了，我就不赘述了。我想说的是，这一代手机的续航能力。简直就是。。。不想爆粗就不说了。本来我怀疑是这一个手机的事儿，于是联系了客服售后，京东客服还是很好的，于是返回鉴定，图一是结果，虽然这个鉴定全是槽点，但我们还是可以说一下，它说这台手机24小时待机掉电百分之5，这个大家稍有尝试就知道一般来说现在的智能机八小时待机就可能耗电百分之5了。。何况24小时，我觉得你不是开了超级省电吧。。。不过既然客服说电池没问题，我们姑且相信这个结果。那么唯一的结论就应该是三星这一代旗舰真的续航超级超级差了。首先今天收到手机后电量开机时是78%，我轻度使用了两小时左右，掉电31%，请看图2图3。我记得zealer的五小时续航耗电56%但是我觉得我的使用程度应该比那个测评要低。说实话，要是我的手机电池没问题的话，那么我只能说，这代的三星不值得购买，因为轻度使用八小时它都有可能坚持不下来。就是这样。,差评
45,27号以后拿到电脑5199的版本，开机优化了很久，每次电脑开机接近两分钟，有时候还会黑屏，开机以后半天鼠标没反应，再烂的电脑也不会这样吧何况这还是5000多的电脑，我装的软件只有几个，开机自启动应用也全部禁止了，很是气愤。按店家说的重装了系统两次，打开QQ，网易云等应用需要延迟很久。在买之前店家开始说这个电脑可以吃鸡开低特效的话，我都不相信，马上下了个QQ飞车玩起来都会卡，你们自己去体会吧。两天以后，电脑降价四百，我要求客服给我退差价，他说登记好了等三天，三天以后还没给我退，又等了几天，还是一直忽悠我。最可气的是，如果各位买到电脑会有一个加店长微信的二维码，我加上了以后他还愿意和我沟通，后来因为退差价的问题以及我总问他电脑太卡的问题，他索性把我微信删了，顿时我真的火冒三丈，后来我再次将他微信加回，索性就不理我了。售后客服也真的是水逼，随时爱理不理。我也是学生，奉劝各位一句买电脑还是去京东自营店买，第三方卖家就是买之前你是大爷，买了以后你是孙子。,差评
46,"机器很差，各种问题。第一台，关机充电一天，电量一直99%，投诉后换货处理，里面TF卡未拔出，京东客服联系售后，说找不到了，JD是贼开的？一个*块TF卡都看眼里！
第二台自配送开始，一个巨大的箱子没有任何填充，发货过来，笔记本的盒子很小，在大纸箱里磕碰的一角变形。包装盒密封贴未贴上，开机后更新无问题，但关机充满电后再开机竟然花屏！花屏！花屏！！！满眼的黑白花！
使用发现，充电口与USB靠的太近，宽一点的优盘没法用，只能用来插鼠标接收器，ThinkPad鼠标USB口插不到底
摄像头在屏幕正下方，除非360&deg;反转的时候，其他时间没法用
TF卡插好后会露出一点，开机键和键盘锁都是突出的，收到货时装在包里拿回家，到家时是开机状态，应该是突出的开机键被压到
开机速度尚可，自装OFFICE，机器自带未激活2016，无法使用。
使用过程中打开文件速度很慢，打开网页奇慢，并会偶尔断网。。。
买它为了下载，打印&ldquo;企鹅&rdquo;里的作业，自用的ThinkPad也修过，看在*便宜到家的份上，懒得退了，希望能用2年",差评
47,差评的原因:1.预定的客户，1号才拿到机器，遭遇和大家一样。说好的28号凌晨发货，说好的28-30号发货，说好的到了第一时间发货，结果到过后的第一条状态居然是未到发货时间不能出库；2.曾经咨询过京东高级客服如果因为晚收货，影响到领取预约赠品，京东是否负责，客服明确告诉我，不负责，不负责，这就是京东现在对待客户的态度；3.京东在此次事件中毫无自我反思，一味告诉客户耐心等待，最后给客户的解决方案居然是20元京豆，后改为50京豆，让人无法接受。如果我不买手机，100定金不退，但你违约不发货，却只赔20-50元，你们觉得合适吗？4.看了京东客服对差评的回应，最为搞笑的基本上每个回应都有&ldquo;感谢您和众多小伙伴对我们的支持和厚爱，导致产品发货稍微慢了一些&rdquo;，第一，发货晚了4天是稍微吗？，第二，发货晚居然是我们的厚爱的锅，你们居然没有任何责任？从头到尾没有任何自己做错了反思的意思，反而把责任全都推到客户身上，你们京东也是绝了。我会和其他小伙伴一样坚决维护自己的利益,差评
48,"1，屏幕45色域确实有差距，一眼看出来，像有一层雾，可以换京东方的72色域屏了，换屏很方便
2，固态硬盘是sata3的，有建兴和闪迪两种，性能一般般，可以换成nvme的，但是速度被阉割了，显示支持pcie3.0 x4，但是只能达到pcie3.0 x2的速度，换句话说，你买了pm961，性能不能完全发挥出来。
3，内存lpddr3 2133，ludashi内存跑分和ddr4的小米不相伯仲，双通道的优势在代差面前被抵消了
4，触摸板不是玻璃材质，有些涩，比小米手感差，又一个阉割的地方，matebook可是玻璃的
5，键盘手感也是明显不如小米air，肉肉的。
6，U口一个3.0，一个2.0，又偷偷阉割了
7，只有一个固态接口，只能换512g的
8，充电器的金属插脚不能收起来，又是阉割的地方，低压如9/5V输出电流较低，只能达到2A。
9，连接电源时，左侧type-c接口在充满电时会有明显的电流声，正常用不容易听到。
10，主板Bios是小众的系微bios，功能简单到只有main页面，只能控制一些硬件的启用
没说完的在下面图里。花粉论坛竟然删我的帖子！感受到的就是对消费者各种敷衍，欺骗！",差评
49,"1.物流:10/16下的单，当时回复10/18到货，到了10/17都没有物流信息，打电话跟催，10/19到货。(其中物流主动联系了一次，解释了延期原因，表示认可)
2.质量:10/19收到货马上试机，运行速度开关机(开机30S)都比较满意,但是发现屏幕上有一疵点，祥见图片。申请了售后说没货要到上海去调，同意了后10/24换货到手，开机检查试机，裸机开机用了90s,顿时傻了，联系京东客服，说不清楚要找专业工程师，找了工程师后开机稍微好转60s开机，然后询问就换了台机怎么差异这么大，得不到正面回复，就是发工具给我下载安装优化，然而并没**，工程师还***信，要我好评，给了好评后就不理了。
成本:和**对比价格整整*，而且还是裸机，**配套鼠标+键盘膜+屏幕膜+电脑包+清洁工具。买了3天后发现有*，申请了价保居然不同意，然后联系售后同意了申请，但纠结只能返等价金豆，经过反复沟通才最终同意返余额。
总结:一次非常失败的购物体验，现在很想退掉但又不同意，后续再也不选择JD了，太坑！各位准备入手的亲请绕道，个人一点愚见。",差评
50,京东除了物流快，就数文字游戏误导消费厉害，都是写了7天无理由退货，在首页完全没有体现出这台电脑的有条件退货，既然有条件的，还有什么无理由退货？前天收到的电脑，收到就是这样子松松垮垮的外包装，今天拆包装使用，里面的保修卡就已经是贴好的了，是哪位客户退的货又拿出来销售的吗？还有使用，不联网怎么使用？联网就自动激活，无理由退货就是一句误导消费者的消费的宣传广告，既然有条件的，就不应该跟无条件的一样使用无理由退货的宣传标语，我觉得这是误导消费，我还不如去实体店，使用过后觉得符合我的需求才消费，还来你们京东买干嘛？今天才使用了一下，觉得风扇有超频的刺耳的叽叽叽电流声，立马就跟他们申请退货，这商品不满足我的需求，京东客服还来了句想要完美的商品你可以买苹果的笔记本，真是厉害，我又不是买不起，第一天使用，还在7天以内，立马就申请无理由退货，完全不耽误大家时间，实体店还能体验过才买，这里要先付款还没保障，还要问你怎么不买苹果笔记本。,差评
51,首先想说，这件事一定会维权到底，必须给退货处理！建议不要购买此款手机，为什么？不是因为他有多不好，而是他出现了问题，客服会告诉你！他们的手机都是这样的！！！下图的样子 都！是！这！样！的！咨询客服为什么相机的专业模式走到哪里不管明暗都是这样 有水波纹 一直闪，暗一些的地方更明显！眼镜会瞎的！客服告诉我，那您就不要用专业模式，就用普通模式拍拍好了，不影响您正常使用的没事的！专业模式那是专业拍照用的！您不要用他就好了。这不属于质量问题。大家觉得可笑吗？图二左边是这部三星手机，右边是我自己的手机，为什么同样的地方，别的手机都是好的。就你的机器这样？！还正常的！购买第一天这样 还好意思恐吓威胁不退货，说什么这不属于质量问题，发回来检测也会原封不动给你发回去！这是京东客服原话！请大家不要再相信京东！即使购买手机也去实体店购买吧！买一个保障！不然会极度影响自己的心情和生活！此事一定维权到底，不解决天天拨打315 一直到解决为止！,差评
52,"这个手机防水很好  好像还防尘  防摔  手感很棒  还能上网  电信居然能上网  666  按键手感很好  做工  8分  快递满分  通话没有测试  应该没问题  有手电筒  
  缺点  我不确定这个手机电池循环次数    相机多余  反面设计不是很好  手机不是4g  这个手机根据我多年的经验  最多用3年  因为就要不了多久退网  
  优点  行业内同他一样  并且  三防  手感当年应该没有超越他的功能简单  最最主要得没有任何电信定制软件  老年人使用非常棒 建议  如果这个手机  把2G换成4G   电池采用索尼的  这个手机至少能用8年  我的初步估计  为啥要换成索尼的  索尼电池经过千次循环使用  可以保持在百分之八十到九十  相机  换成200万就可以啦   或者直接去掉相机  喇叭设计不对称 设计对称点  在经过系统试宣传 这个手机绝对可以卖到 1000万销 量  按照这个手机寿命来说能用最长5年到7年 因为2G网也就再坚持2到3年就退网了  这个手机寿命也就3年  我给我妈妈买的  我自己不用 为啥差评 因为买手机人首先看差评  我的差评主要让人更加了解",差评
53,"本子外观很漂亮，XPS的键盘也是我最喜欢的。
这是我买的第四台XPS，两台xps15是在官网买的，两台xps13是在京东买的，公司还买的许多灵越，我个人绝对是DELL的铁杆粉。
只是用这么久DELL，对DELL的品控和服务是感到越来越失望，这台XPS13就只剩漂亮可以说了，硬件间的兼容性差，WIFI先出问题，接着蓝牙又出现问题，然后用着用着出现莫名其妙的卡顿，一卡就持续约十分钟左右，期间是整个系统完全卡死！任务管理器显示的系统资源占用是极低的，CPU不超过5%，内存也在40%左右，就是无定向无缘故的卡顿，完全无法工作。所有的驱动和BIOS都已更新到最新，依然无法解决这个卡顿问题，DELL的技术客服就知道让我恢复系统，一点实际的解决办法都没。这不是两三千元的便宜本，这是万三元的高端本子，问题这么多，实在太让人失望了。论坛上看了一遍，怕是XPS13的通病，DELL是要好好的想办法了吧。后悔买这机器了，应该买LAPTOP的。这一星只给京东的服务，还有是本子的外观罢了。希望这条评论对后面想买的朋友有用。",差评
54,拍照效果简直没法看，拍了五张，有四张都是模糊的，更加可笑的是，在上传QQ相册的时候，上面显示oppo   R15   Al智能拍照，收着三星的钱，享受着OPPO的质量，这简直太让人无法理解了。。。最后教大家一招能拍出好点照片的攻略，那就是被拍对象千万，千万不能动，要屏住呼吸。还有，千万看好自己的手也不能抖。否则拍出来的那可就是模糊的照片了呢！还有就是无线网连接的问题，看着视频竟然频繁中断连接，必须手动解除，然后重新连接才能连得上网，同样的手机，别的都是好好的网络。。。连不上的时候会蹦出个感叹号，重新连接后就有了流量箭头。还有提交换货申请后，客服回访电话，那简直态度太和谐了，就差骂你家爹娘了。说什么，要都是像您这样买了想换就换那我们还卖不卖手机了，我只想说，花了我的钱，用着手机不顺手，我还就不能换一下了吗？谁T.M没事跟你这闲工夫瞎换来换去呀！最后，请京东售后严加管教自己家的客服，教他们怎么说自己该说的话，而不是对着客户说什么废话！！！,差评
55,现在这么多平台，选京东不就看中京东的服务品质。差强人意的服务真的影响产品体验。1、物流服务：选的京准达下班送19:00-20:00，快递员17:00多就打电话说货到了，讲了一大推，什么清晨5、6点开始送货啦、18:00就下班啦、能不能放门卫啦、一会派别人晚点送但要提前点掉送货完成啦。对，你说你在跟我商量，我在挤地铁跟你慢慢解释了，贵重物品必须当面签收，家里没人所以才选的京准达，你还一肚子怨言，搞得是我不是。我就纳闷，花钱选的服务，根据契约精神按规定执行就行，动不动打感情牌道德绑架，快递员是弱势群体巴拉巴拉。而且短信写的清清楚楚，凭提货码完成签收，快递员完全没问我要此码，那系统发这种短信干吗。2：售后服务：为什么每次问题发生才解释，如果是常态问题为什么不公告呢，这种解释一看就打发消费者&ldquo;因近期税务系统升级，升级期间电子发票暂停开具，待系统完毕升级后，会尽快开具预计23号后开具电子发票&rdquo;每次问题都推系统，系统真的一天到晚升级？,差评
56,"特意用了几天来评价的，用事实说话，这个手里的流畅性真的很一般，首先最让我不爽的是zfb，京东这类应用开启指纹的方式启动应用会奇卡无比，想象一下站收银台等打开应用的场景吧，目测从打开软件到支付完成，最少10秒
其次，后面那块屏还真没什么**，反而有点碍事，时不时误操作打开就会震动一下，莫名其妙，用过才知道
最后，说点还凑合的功能吧。电池现在中度使用一天还能剩个百分之20，以后不知道会怎样，还有就是这个手里尺寸还可以，不带套手感不错，做工还不算差，至少在魅族系列手里中应该是数一数二的，再就是系统，Flyme7确实好用，这也是我继续买魅族的原因，不过奈何硬件太菜
综上，真不如我之前的mx6好用，不过我15，99入的，
还行。现在恢复原价，我真不会买单，魅族这是作死的节奏！！总之一般般
ps本来是要买荣耀10的，奈何他没货，只好取消订单，买了这货，另，不要指望拿这台手机去吃鸡什么的，会让你摔手机，真的。。。
大家参考参考吧，第一次这么认真评价",差评
57,"为什么买诺8S，冲的就是它搭载的康宁大猩猩玻璃5代屏以及诺基亚的坚固耐用来的，这款手机本来计划要至用三年的，才刚到手第三天，它便因为接收信息震动，自已从电脑桌上跌落摔成这样，前后都碎了，商家客服一直不在线不理，申请退货被京东驳回，打诺基亚售后说只能付费维修，并说手机屏是易碎物品，人为因素不在保修之内，
如果我买的是一款普通屏手机，这个结果我认了，一分价钱一分货，这可是我花了4699买的康宁大猩猩玻璃5代啊，你这配置，我钱没给到位吗？它易碎你早说啊？它易碎又买不了碎屏险，换屏又贵，那这块玻璃它价值在哪里？我为什么要为这块玻璃买单？你们这样的售后我无法接受。
如果买大猩猩5代，它依然要贴膜带套，并且比一般手机更容易碎屏那要它何用？你们的手机与宣传不符，不但没有物超所值，简直不如一般手机，不值这个价。
还没有入手的诺粉们，如果看到我的评论，请慎重考虑。
如果商家私自删除我的差评，此事我必诉之法院！",差评
58,3月19号买的手机，3月21号到的货，21号打开发现面部识别录入不了，开始联系客服，客服半天没人理我，我只能自己走退换货申请，刚申请没几分钟，就把我的申请关闭了，说让我自己开检测单，于是我走了上海三个区，排队排了3个小时，终于开出来了，然后回来继续走退换货流程，把图片上传上去后，又给我终止了，原因是不给退。我逼不得已，微博曝光，京东投诉，京东处理问题也是慢，不到24小时不给我打电话的，2天时间，京东终于给了我商家地址，我顺丰回去，他们收到货，还和顺丰说不写签收，要去检测有没有问题后才签收，打了电话之后告诉我，这个问题要等他们检测了以后确定有问题，才给我处理？？？3月27号了，这个事情都还没有处理。总而言之，别贪小便宜，售后和客服真的效率很低，万一买到小瑕疵的货，忍忍就算了，买到硬件本来就有问题的，就哭吧，拖你10天半个月事情干都干不好。我真的这么久第一次遇到这么恶心的事，网友们擦亮眼睛吧,差评
59,这么说吧，本次购买经历让我对 在网上购买笔记本 产生了深深的恐惧。首先4月9号下单，4月11号送到，然后开箱，屏幕就碎了。立刻申请换货，然后客服表示第二天来取件。结果等了3天才有人来取，15号。客服说是取件的人休息了。你们负责取件的只有一个人？！还可以休3天？！然后这都算了，我以为可以很快办好换货，结果一直到20号我忍无可忍地打电话去找客服爆炸才22号给我发回来新机。解释说是要检测。打开机子液晶屏碎了要什么检测，一眼不就看完了吗，检测我是不是故意摔过吗？试问你这个购物方式对于实体店有什么优势？实体店我当场就能换新的拿回家了，等你这玩意办公我不早死了？最后换回来的机子屏幕中间还有个坏点（纯白亮点），我都换怕了不换了，要是实体店我一样可以怼回去。反正不会再考虑在线上购物这种易坏产品，售后服务简直0分，毫无时效性，唯一可以说算是好评的只有客服的态度，硬吃了我一个爆炸。如果有0星我真想给0星。,差评
60,良心建议喜欢大屏手机的小伙伴不要买。我用的是苹果7P，5.5寸，买这款手机是给妈妈用的，年纪大了眼睛看东西也不清楚就想买个大屏的。5.7寸觉得怎么也跟苹果差不多吧，结果手机到手的时候，不让拆开检查手机再签收，快递人员还说不满意7天无理由退货。后来拆开对比，5.7屏幕不如5.5就算了。之前实体店看过 vivoy75，也是5.7全屏，对比这款5.7的魅蓝S6，我内心是呵呵的，差距那么大。还有拍摄功能，画面很暗。电池续航不行，很快没电。一般新手机耗电都很慢的，这个手机相反。到手开机有百分之六十的电，那会是下午五点半左右，到晚上九点半还剩百分之二十，就下载了几个软件都没碰这手机，我都不知道电耗在了哪里。跟客服说退货，说不支持7天无理由退货。这是京东给我们买家挖的坑吧，玩套路。怪不得说京东卖二手货，再也不会在京东购买电子设备。不支持退货大不了重新买一个，但是买家们先擦亮眼睛看好售后再下手，省得买了后悔还不让退。,差评
61,『  购买使用不后悔算我输  』一星都不给，瞎了眼来这种店铺购买肠子都悔青了，，七天无理由退货退款就找这样的借口，开机联网了就不能退了，消费者不使用怎么知道手机这么差？再看看人家自营，为什么人家就说只要不损坏就可以七天无理由退货，明显这家店做贼心虚，，买到的新手机就有各种问题，软件应用无响应，卡屏，充电贼慢，返回键失灵，，有图大家可以自己看，也可以看店铺的综合评分特低，怪自己贪小便宜，也真心劝告大家不要到这家店购买，这家店的各项评分都特别低。不仅物流慢，物流服务态度也特别差，不准时，配送说好1点之前到，答应好好的，却迟到20分钟，害得我上课迟到被罚站，打电话给快递员，就打了两个电话问他，说话就特别冲，特别不耐烦，也可以看出卖家的服务态度是怎么样的了！以上是我的个人心得，我只是把我的使用经历分享告诉大家，给大家一个诚心的提醒，不然你们会像我希望后悔的，望慎重！！！,差评
62,2手 ，东名不虚传啊。真他，吗长见识了～以前没觉得京东恶心，现在算是体会到了，手机一到，还没拆封我看着封装就不对劲，你们手机封装就随便一烫？歪歪斜斜感觉就是个废物封的一样！这能他，妈是新机？问客服客服说就是这样的，我忍了，我拆开看看吧。万一我这个包装不好呢？对吧？拆开了。一看手机贴膜磨成这样？你们难不成新机试机的时候替我试了一个星期？还有充电器插头！都有插电电流打击的痕迹！！！这他吗明摆着二手退货的机子！！！我申请换货，客服告诉我～无质量问题不能退～厉害了！你们他，吗给我发二手的，我还不能选择不要了？网购快这么多年真是长见识了！！！在京东买东西大家千万小心！看着不对，赶快退了别要！真是名不虚传的2手，东！千万不要再买京东自营的手机！全他，吗是二手机！激活了手机死活升级不了系统～我就呵呵了！上网玩游戏看视频都没事！就升级系统网不走！你告诉我是网络问题？？？,差评
63,"昨天下单今天取货.登陆ID账号，后面才发现机子有瑕疵.客服说只能申请售后维修或者在实体店维修.我选择平台，售后联系我说维修不了，不影响使用.处理方式是补偿50的京东券.然后让我自己考虑.我又联系之前的客服，不回复.超级差评.不过另外一个态度蛮好.给我提供了一些售后意见.在我更改要求后，售后再次联系，让我自己联系官网检测出单子，再联系她.我的返修问题是手机左下侧漆面不匀称，露白.激活了不能退换我理解，但是我这问题怎么就不能解决了.连过程都是这么敷衍，检测这些不应该是售后处理吗？很明显这问题也是自带的，机子问题处于内侧，根本不可能是人为.我提出问题你们应该是解决而不是推卸.售后说不是内部软件维修范畴，那这外部就不负责了？屏幕这些怎么就能维修呢？就这点漆面也不在售后处理范围？可以说是我小题大做，但你们处理问题的结果真的让人给不了五星.
大家网购一定先检查在登陆，手机颜色挺好看的.",差评
64,"虽然给好评能拿20的返现，为了实事求是，还是客观评价:1.客服感觉不是很专业，不是很懂电脑，总是答非所问，答案模糊，回复速度太慢    2.快递太慢，一个多星期，还承诺4天到，没有物流信息急死我了，催都没用   3.没拿到货私自改成签收  4.不能开箱验货  5.电脑内存说有那么多，但是电脑本身软件占了一大半  6.屏幕看起来很累眼，不舒服，亮度总是变，不清晰，感觉屏幕表面一层白霜  7.软件测评9万多，部分硬件15年生产的，硬盘使用次数21次，电量有50％多&hellip;   8.连了100兆的网下载软件特别慢，还总是卡机    9.机身挺重的   10.肩包有点小，装电脑挺勉强
综合评价：不是很好，看爱奇艺网页都有问题（我勾机用途只是为了简单办公感觉都有点费劲），我总共下载了6个软件卡死，而且cpu温度和内存一下就升了好多，下的软件也只是很平常的qq，微信等。等用过一段时间再来追评，希望不要出现蓝屏黑屏，卡的不要不要的等情况?????",差评
65,不得不说这是有史以来我在京东上最差的一次购物体验，拍下的时候系统处理、送货速度都很快，拿到手后发现有一个键装歪了，整个塌向一边，感觉稍微不小心蹭到就能把键帽翻起来，好吧这个是属于戴尔品控问题，不是京东的问题，然后申请售后上门取件换货，第二天上午京东来人就把货取走了，然后售后追踪就一直卡在&ldquo;京东上门取件中&rdquo;，我不知道京东的售后部门究竟在什么神秘的地方，三天将近四天过去了还没有送到自己的售后部？询问客服，虽然服务态度挺好，但基本上回复的大意也是不知道只能等&hellip;&hellip;现在买的笔记本的各种配件都到了，电脑却不知道给我寄哪去了，高贵的售后部你们到底在哪里啊0.0，我还需要等多久能不能给个进度条？（哦系统给了进度条但是早就超过了系统给的时间），我知道现在交易完成已经和这个订单没什么关系了，但是售后那边又没有评价投诉的入口，所以我只能写在这里了。,差评
66,第一次买手机遇到这样的，真是醉了，一颗星都不想给，第一次用小米手机，收到后体验了两天，感觉手机解锁不灵敏，屏幕不够清晰，相机颜色特别失真，体验感差，而且怀疑是二手翻新机。哦，对了，连送的自拍杆都是坏的不能用。在七天内打算直接退货。结果退货时发现屏幕下侧外壳与屏幕交接地方有一个差不多一毫米的小挤痕，那种挤痕不是磕碰磨损，也不是破碎，类似于拆卸手机时不小心用工具挤压的。因为这个常人难以注意到，需要用放大镜配合手电筒等工具才会发现的瑕疵，这个无良店家就是不给退货，真是醉了。本来收到手机体验感差就心情不好，又遇到这种无良店家，无论我说什么都只会说商品有外观损坏概不退换，那么刁钻的损坏，我如果能做到也是服了自己了。总之以自己亲身体验劝各位一句，那么多渠道能买手机，没必要非在这家买受这个窝囊气，毕竟上千块钱的东西，别扔给无良商家找气生。,差评
